aspect,description,sentiment
adventure,bad,-0.6999999999999998
aime,modern,0.2
love,real,0.2
story,modern,0.2
character,charismatic,0.5
story,universe,0.0
warfare,next,0.0
section,annoying,-0.8
duty,innovative,0.5
difficulty,long,-0.05
campaign,serious,-0.3333333333333333
buy,high,0.16
version,first,0.25
industry,past,-0.25
release,smoothed,0.0
fan,payable,0.0
performance,sweet,0.35
modification,daily,0.0
people,real,0.2
issue,wrong,-0.5
optimization,graphic,0.0
gun,pretty good,0.475
member,basic,0.0
cheat,constant,0.0
people,worst,-1.0
mention,positive,0.22727272727272727
camp,familiar,0.375
review,loud,0.1
mediocrity,modern,0.2
issue,aware,0.25
experience,pimpleridden,0.0
sink,lottrust,0.0
people,single,-0.07142857142857142
user,strong,0.4333333333333333
issue,still small,-0.25
spikesstuttering,far bad,-0.29999999999999993
brain,favorite,0.5
weapon,extremely overpowered,-0.125
match,extremely hard,-0.2916666666666667
fix,still incomplete,0.0
person,weird,-0.5
multiplayer,select,0.0
campaign,corrupt,-0.5
connection,good,0.7
shade,single,-0.07142857142857142
question,wrong,-0.5
balance,new,0.13636363636363635
time,competent,0.5
balance,recent,0.0
review,pretty bad,-0.22499999999999992
studio,casual,-0.5000000000000001
thing,long,-0.05
community,steadily,0.16666666666666666
quarry,wide,-0.1
weapon,quite negative,-0.3
lot,double,0.0
camp,average,-0.15
formula,great,0.8
campingsbmm,extremely balanced,-0.125
communication,close,0.0
people,random,-0.5
fix,good,0.7
game,low,0.0
weapon,impressive,1.0
intention,normal,0.15
industry,tired,-0.4
gameplay,good,0.7
design,absolutely atrocious,-0.7
fun,right,0.2857142857142857
start,battlepass,0.0
operator,tender,0.0
purchase,worth,0.3
skin,witty,0.5
campaign,distinct,0.3
pawn,incredibly bad,-0.6999999999999998
campaign,close,0.0
recollect,absolutely awful,-1.0
activist,complete,0.1
card,nostalgic,-0.5
detailed,different,0.0
singer,punish,0.0
singer,kill,0.0
time,slow,-0.30000000000000004
aim,headshot,0.0
friend,continue,0.0
start,close,0.0
map,stupid,-0.7999999999999999
sake,many,0.5
content,much,0.2
game,casual,-0.5000000000000001
gun,unlock,0.0
thing,good,0.7
multiplayer,sheer,0.0
launch,little,-0.1875
cause,visual,0.0
audit,dead,-0.2
gameplay,nice,0.6
application,short,0.0
review,well,0.0
company,well high,0.16
spy,wide,-0.1
fun,bad,-0.6999999999999998
company,golden,0.3
style,realistic,0.16666666666666666
game,boring,-1.0
sense,absolutely terrible,-1.0
stuff,green,-0.2
work,far old,0.1
gun,normally pretty decent,0.20833333333333331
dislike,unfinished,0.0
warfare,modern,0.2
map,great,0.8
op,special,0.35714285714285715
gun,good,0.7
doctor,prefrontal,0.0
multiplayer,new,0.13636363636363635
tag,weird,-0.5
multiplayer,disconnected,0.0
recommend,principle,0.0
review,many,0.5
system,dull,-0.2916666666666667
casual,old,0.1
user,enough funny,0.125
match,constant,0.0
game,miserable,-1.0
mode,long,-0.05
smooth,real,0.2
campaign,old,0.1
camping,otherwise decent,0.16666666666666666
release,overall,0.0
thing,happy,0.8
corner,decent,0.16666666666666666
report,even bad,-0.6999999999999998
bug,balanced,0.0
test,beta,0.0
state,many,0.5
setting,overlook,0.0
people,many,0.5
arcade,less,-0.16666666666666666
cancer,first,0.25
text,different,0.0
thing,good,0.7
thing,baggy,0.0
disappoint,baked,0.0
mode,short,0.0
issue,many,0.5
campaign,sure,0.5
option,diverse,0.0
issue,horrible,-1.0
map,casual,-0.5000000000000001
curb,new,0.13636363636363635
gamejam,less,-0.16666666666666666
thing,wild,0.1
work,other,-0.125
people,well toxic,0.0
feeling,heavy,-0.2
warfare,great,0.8
opinion,interesting,0.5
voice,pretty good,0.475
mode,big,0.0
u,double,0.0
part,strong,0.4333333333333333
person,possible,0.0
user,probably ever high,0.16
bother,physical,0.0
game,rough,-0.1
lip,right,0.2857142857142857
u,hard,-0.2916666666666667
issue,extremely disappointing,-0.6
people,big,0.0
deal,huge,0.4000000000000001
design,far great,0.45
warfare,abysmal,0.0
release,expensive,-0.5
match,able,0.5
thing,overpriced,0.0
classic,certain,0.21428571428571427
goodlooke,probably far advanced,0.25
film,great,0.8
ticket,high,0.16
campaign,boring,-1.0
design,badly contrive,-0.6999999999999998
space,worth,0.3
hope,extra,0.0
gun,annoying,-0.8
multiplayer,old,0.1
motivation,challenging,0.5
gun,sound,0.4
people,much,0.2
refund,bad,-0.6999999999999998
people,bad,-0.6999999999999998
grave,high,0.16
player,massive,0.0
fight,visual,0.0
miner,sudden,0.0
fun,short,0.0
remind,original,0.375
experience,completely different,0.0
street,run,0.0
none,sharp,-0.125
multiplayer,damn good,0.7
campaign,open,0.0
brain,personally alive,0.1
lot,whole,0.2
progression,certain,0.21428571428571427
reason,current,0.0
fix,poor,-0.4
mode,single,-0.07142857142857142
man,great,0.8
rifle,fine,0.4166666666666667
boy,always good,0.7
bag,urgent,0.0
write,refreshing,0.5
half,yet hilarious,0.5
game,good,0.7
issue,hungry,0.0
keyboard,key,0.0
game,realistic,0.16666666666666666
beta,complete,0.1
crash,pretty decent,0.20833333333333331
game,perfectly fine,0.4166666666666667
patchupdate,first,0.25
hardware,compatible,0.0
story,enough,0.0
solution,heedless,0.0
wall,quite logical,0.25
use,sure,0.5
migration,several,0.0
issue,single,-0.07142857142857142
form,less,-0.16666666666666666
system,constantly fresh,0.3
attachment,genuinely fun,0.3
arm,similar,0.0
change,open,0.0
match,less,-0.16666666666666666
player,good,0.7
player,right,0.2857142857142857
warfare,modern,0.2
thing,right,0.2857142857142857
people,daily,0.0
camp,much,0.2
movement,definitely different,0.0
bag,graphic,0.0
people,entire,0.0
flick,second,0.0
play,endless,-0.125
review,incomplete,0.0
bug,properly terrible,-1.0
none,straight,0.2
vehicle,full,0.35
empower,conscious,0.1
complaint,semiregular,0.0
ricket,fit,0.4
map,big,0.0
player,great,0.8
issue,fine,0.4166666666666667
team,ever direct,0.1
steam,instal,0.0
moment,large,0.21428571428571427
compare,large,0.21428571428571427
character,important,0.4
title,previous,-0.16666666666666666
story,whole,0.2
story,major,0.0625
alert,able,0.5
item,bad,-0.6999999999999998
character,previous,-0.16666666666666666
event,suspenseful,0.0
mechanic,balanced,0.0
miss,favorite,0.5
update,wonderful,1.0
treyarch,responsible,0.2
review,negative,-0.3
patch,common,-0.3
issue,little,-0.1875
fun,deep favourite,0.0
wallet,worse,-0.4
play,sure,0.5
thing,good,0.7
mission,multiple,0.0
multiplayer,decent,0.16666666666666666
version,expensive,-0.5
storyline,ted,0.0
click,even open,0.0
needs,lastly enough,0.0
state,current,0.0
drdisrespect,well,0.0
admission,last,0.0
half,really bad,-0.6999999999999998
reason,big,0.0
shotgun,broken,-0.4
tissue,even close,0.0
singer,tight,-0.17857142857142858
museum,other,-0.125
campaign,traditional,0.0
repeat,often way fast,0.2
meat,cheap,0.4
game,good,0.7
duty,many,0.5
weapon,amazing,0.6000000000000001
issue,serious,-0.3333333333333333
half,modecut,0.0
performance,real,0.2
give,beta,0.0
progression,bad,-0.6999999999999998
work,hard,-0.2916666666666667
midthis,disappointing,-0.6
gunplay,visual,0.0
ground,insane,-1.0
patch,several,0.0
problem,real,0.2
man,old,0.1
game,instant,0.0
player,multiple,0.0
mechanic,new,0.13636363636363635
trepoff,much,0.2
interest,new,0.13636363636363635
life,dysfunctional,0.0
trash,unfinished,0.0
list,amazing,0.6000000000000001
cough,much,0.2
fun,new,0.13636363636363635
toxcicity,obviously still average,-0.075
embassy,wise,0.7
map,wise,0.7
multiplayer,good,0.7
content,soon full,0.35
activision,total,0.0
ruin,unfinished,0.0
chance,good,0.7
player,fast,0.2
steam,next,0.0
process,current,0.0
mission,endless,-0.125
difficulty,realistic,0.16666666666666666
mission,second,0.0
experimentation,different,0.0
cord,right,0.2857142857142857
banter,enjoyable,0.5
debris,great,0.8
play,next,0.0
time,new,0.13636363636363635
sound,solo,0.0
choice,main,0.16666666666666666
people,classic,0.16666666666666666
series,casual,-0.5000000000000001
switch,easy,0.43333333333333335
prepurchase,contrary,0.0
series,glad,0.5
ask,still really fun,0.3
year,greedy,0.0
ass,graphic,0.0
convoy,run,0.0
b,little,-0.1875
fix,disconnected,0.0
kind,first,0.25
list,classic,0.16666666666666666
change,nice,0.6
work,bad,-0.6999999999999998
brain,adderall,0.0
crash,great,0.8
grind,past,-0.25
none,outright,0.0
speaker,low,0.0
master,totally different,0.0
map,classic,0.16666666666666666
day,pretty solid,0.125
multiplayer,payable,0.0
card,available,0.4
card,genetic,0.0
trilogy,original,0.375
notice,enough,0.0
woman,modern,0.2
issue,random,-0.5
character,high,0.16
wokeism,least,-0.3
radio,awkward,-0.6
stuff,small,-0.25
invasion,political,0.0
period,top,0.5
op,fast,0.2
hobby,horrible,-1.0
clash,nonfunctional,0.0
issue,smooth,0.4
lot,good,0.7
review,top,0.5
camp,constant,0.0
load,strategic,0.0
system,pretty good,0.475
load,good,0.7
thing,many,0.5
part,fine,0.4166666666666667
resolve,current,0.0
packer,already infest,0.0
cardemblem,also unable,-0.5
people,stare,0.0
gunplay,incredibly polished,0.9
squad,main,0.16666666666666666
play,pure,0.21428571428571427
span,half,-0.16666666666666666
cutlet,bad,-0.6999999999999998
duty,unfinished,0.0
franchise,safe,0.5
welcome,certain,0.21428571428571427
intuition,clean,0.3666666666666667
attempt,least,-0.3
moment,grand,0.5
gun,economic,0.2
attribute,negative,-0.3
body,double,0.0
lock,planwant,0.0
order,overall,0.0
thing,single,-0.07142857142857142
game,past,-0.25
camp,constant,0.0
couture,early,0.1
title,average,-0.15
round,good,0.7
voice,formal,0.0
misery,loyal,0.3333333333333333
blizzard,good,0.7
activision,last,0.0
player,single,-0.07142857142857142
game,chinese,0.0
fight,secondary,-0.3
nostalgia,replayable,0.0
people,previous,-0.16666666666666666
person,absolute,0.2
guide,resect,0.0
star,past,-0.25
misunderstood,correct,0.0
matchmaking,good,0.7
people,bad,-0.6999999999999998
people,beat,0.0
pawn,happy,0.8
weaponstrap,stupid,-0.7999999999999999
area,long,-0.05
people,awesome,1.0
cod,new,0.13636363636363635
weapon,completely unrelated,0.1
deal,complete,0.1
base,quick,0.3333333333333333
pawn,little,-0.1875
map,big,0.0
launch,worst,-1.0
crash,net,0.0
worry,certain,0.21428571428571427
video,able,0.5
time,half,-0.16666666666666666
email,annoying,-0.8
cod,half,-0.16666666666666666
deathmatch,callous,0.0
match,average,-0.15
multiplayer,whatsoever frequent,0.1
steam,instant,0.0
gun,extremely balanced,-0.125
slowburner,constant,0.0
mission,fully immerse,0.0
ruin,multiple,0.0
activity,online,0.0
nicety,pretty fun,0.275
mw2019,early,0.1
diving,back last,0.0
system,afraid,-0.6
reason,bizarre,0.4
gun,specific,0.0
part,unfinished,0.0
screen,normal,0.15
option,lately showcase,-0.3
gun,last,0.0
doubt,old,0.1
people,happy,0.8
people,falseflagge,0.0
time,cold,-0.6
table,free,0.4
mess,stable,0.0
start,awful,-1.0
gun,old,0.1
fun,actual,0.0
driver,dunderhead,0.0
warfare,dead,-0.2
gun,great,0.8
progress,close,0.0
cord,really fun,0.3
review,negative,-0.3
zombiesrubbishthis,next,0.0
cord,right,0.2857142857142857
corner,great,0.8
multiplayer,recent,0.0
run,due,-0.125
turn,many,0.5
issue,square,0.0
access,full,0.35
op,still forever favorite,0.5
issue,good,0.7
title,stable,0.0
work,also dead,-0.2
cod,online,0.0
list,sure,0.5
hope,super,0.3333333333333333
cod,infinite,0.0
gun,multiple,0.0
change,top,0.5
think,far,0.1
cause,nice,0.6
time,dead,-0.2
fuck,decent,0.16666666666666666
time,future,0.0
relationship,nice,0.6
launch,clearly ready,0.2
player,odd,-0.16666666666666666
player,dead,-0.2
eve,lustrous,0.0
launch,even worth,0.3
affair,usual,-0.25
campaign,ridiculous,-0.3333333333333333
lot,old,0.1
cart,whole,0.2
cutscene,common,-0.3
fun,many,0.5
movement,heavy,-0.2
notch,top,0.5
wall,modern,0.2
sight,old,0.1
people,different,0.0
starbuck,white,0.0
team,entire,0.0
velcro,silent,0.0
match,slow,-0.30000000000000004
programme,basic,0.0
break,useful,0.3
screen,relevant,0.4
state,worth,0.3
dollar,female,0.0
anna,good,0.7
wish,next,0.0
game,easy,0.43333333333333335
multiplayer,quite enjoyable,0.5
turn,different,0.0
requirement,cardiac,-0.05
pay,inflated,0.0
purchase,specifically intent,0.0
practice,key,0.0
activision,ready,0.2
game,lucky,0.3333333333333333
claim,unfinished,0.0
entry,sheer,0.0
appal,abominable,0.0
campaign,realistic,0.16666666666666666
people,ill,-0.5
downfall,friendly,0.375
pressure,hard,-0.2916666666666667
issue,serious,-0.3333333333333333
mission,particular,0.16666666666666666
story,whole,0.2
weapon,overwhelming,0.5
use,several,0.0
shooting,disappointing,-0.6
garage,big,0.0
one,new,0.13636363636363635
net,good,0.7
shooting,great,0.8
stitch,sure,0.5
friend,old,0.1
lobby,dumb,-0.375
corner,many,0.5
steam,infamous,-0.5
beta,many,0.5
supper,ashamed,0.0
singer,small,-0.25
war,due,-0.125
freeze,many,0.5
movement,great,0.8
campaign,single,-0.07142857142857142
level,endless,-0.125
inability,single,-0.07142857142857142
earth,good,0.7
connect,single,-0.07142857142857142
player,instant,0.0
hope,cheese,0.0
groan,sensitive,0.1
street,raw,-0.23076923076923078
practice,thickest,0.0
matchmaker,entirely painless,0.0
match,miserable,-1.0
greatness,nostalgic,-0.5
exaggeration,open,0.0
people,honestly peak,0.6
chance,fucking,-0.6
aim,even already fine,0.4166666666666667
experience,honest ill,0.04999999999999999
announce,much,0.2
soul,next,0.0
issue,barely payable,0.05
campaign,short,0.0
registration,little,-0.1875
fun,many,0.5
people,navigable,0.0
game,new,0.13636363636363635
gunplay,great,0.8
gun,universal,0.0
issue,worth,0.3
grip,last,0.0
tier,less,-0.16666666666666666
map,well,0.0
mechanic,prior,0.0
fan,amazing,0.6000000000000001
part,passionate,-0.05
spirit,nearly unplayable,-0.4
wish,positive,0.22727272727272727
ruin,good,0.7
franchise,tedious,-0.5
map,bad,-0.6999999999999998
class,somehow even bad,-0.6999999999999998
campaign,quick,0.3333333333333333
content,much,0.2
showcase,navigable,0.0
talk,seemingly completely random,-0.5
king,decent,0.16666666666666666
player,high,0.16
game,mobile,0.0
problem,big,0.0
focus,unnecessary,-0.4
dynamic,unfamiliar,0.0
navigation,bad,-0.6999999999999998
interface,modern,0.2
intention,even multiple,0.0
franchise,different,0.0
style,large,0.21428571428571427
friend,solo,0.0
weapon,previous,-0.16666666666666666
mission,actually rather fun,0.15
flashlight,half,-0.16666666666666666
sink,regardless arguably similar,0.0
employee,different,0.0
edit,accurate,0.4000000000000001
involve,other,-0.125
thing,original,0.375
play,upper,0.0
water,cold,-0.6
friend,free,0.4
version,terrible,-1.0
gun,good,0.7
rifle,new,0.13636363636363635
map,excited,0.375
multiplayer,damn,0.0
work,good,0.7
map,well overall,0.0
place,even casual,-0.5000000000000001
gun,crazy,-0.6
thing,good,0.7
work,excited,0.375
crash,multiple,0.0
crash,full,0.35
shotgun,single,-0.07142857142857142
connection,stupid,-0.7999999999999999
activision,stupid,-0.7999999999999999
people,many,0.5
mistake,dead,-0.2
people,right,0.2857142857142857
fix,well,0.0
tree,awful,-1.0
racism,little,-0.1875
background,open,0.0
issue,right,0.2857142857142857
luck,subsubsubsubsubmenu,0.0
fun,beautiful,0.85
people,fun,0.3
gameplay,amazing,0.6000000000000001
series,modern,0.2
take,complete,0.1
try,friendly,0.375
feature,previous,-0.16666666666666666
game,last,0.0
day,second,0.0
fun,little,-0.1875
activision,enjoyable,0.5
load,hard,-0.2916666666666667
dog,unable,-0.5
steam,good,0.7
story,perfect,1.0
sheet,open,0.0
rifle,unfair,-0.5
game,whole,0.2
fuck,actual,0.0
yotuber,true,0.35
slap,limp,-0.2
time,still good,0.7
breakingperformance,great,0.8
rifle,bad,-0.6999999999999998
steam,straight disconnected,0.2
price,really worth,0.3
gun,streak,0.0
cod,far bad,-0.29999999999999993
people,entire,0.0
ruin,bad,-0.6999999999999998
weapon,good,0.7
none,special,0.35714285714285715
system,long,-0.05
steam,disconnect,0.0
duty,worth,0.3
launch,bad,-0.6999999999999998
option,graphic,0.0
work,solid,0.0
game,bad,-0.6999999999999998
crash,good,0.7
game,many,0.5
people,warne,0.0
texture,rapidly,0.0
campaign,complete,0.1
franchise,well,0.0
campaign,least,-0.3
daytime,specific,0.0
nightmare,technical,0.0
love,much,0.2
resolution,temporary,0.0
whole,sad,-0.5
hope,even able,0.5
bleeding,graphic,0.0
wilson,careful,-0.1
user,modern,0.2
top,live,0.13636363636363635
def,unfinished,0.0
launch,even worse,-0.4
launch,graphic,0.0
work,really fun,0.3
foot,first,0.25
ratio,instal,0.0
wall,full,0.35
part,ill,-0.5
shutter,random,-0.5
load,corrupt,-0.5
gap,low,0.0
break,stupid,-0.7999999999999999
theater,bad,-0.6999999999999998
campaign,minimum,0.0
campaign,single,-0.07142857142857142
experience,bad,-0.6999999999999998
opinion,top,0.5
cod,really annoying,-0.8
multiplayer,pretty good,0.475
track,actually main,0.16666666666666666
bag,super,0.3333333333333333
law,private,0.0
match,previous,-0.16666666666666666
firelight,mechanic,0.0
mechanic,chronic,0.0
player,inherent,0.0
method,completely nontransparent,0.1
reward,mighty,0.4
singer,due,-0.125
gap,ultra,0.0
year,first,0.25
lack,unplayable,-0.4
thing,single,-0.07142857142857142
store,proordere,0.0
release,basic,0.0
campaign,major,0.0625
meet,next,0.0
none,pretty dumb,-0.0625
level,daily,0.0
content,basic,0.0
judgement,token,0.0
miss,aware,0.25
money,much,0.2
crash,constant,0.0
step,pretty nice,0.425
kill,pass,0.0
map,pretty,0.25
people,right,0.2857142857142857
gunplay,pretty damn good,0.475
part,good,0.7
stuff,exploitable,0.0
bedtime,central,0.0
bag,great,0.8
fuck,standard,0.0
light,vagrant,0.0
gun,lazy,-0.25
drip,low,0.0
money,bad,-0.6999999999999998
banner,new,0.13636363636363635
issue,first,0.25
cod,top,0.5
theory,extreme,-0.125
camping,active,-0.13333333333333333
balance,current,0.0
video,local,0.0
mess,other,-0.125
issue,difficult,-0.5
player,lower,0.0
shit,high,0.16
campaign,soon ill,-0.5
campaign,cold,-0.6
game,general,0.05000000000000002
mission,short,0.0
play,still amazing,0.6000000000000001
quality,stable,0.0
want,new,0.13636363636363635
play,decent,0.16666666666666666
peak,cool,0.35
audit,bad,-0.6999999999999998
audit,straight,0.2
thing,much,0.2
choice,able,0.5
part,disabled,-0.2
skill,good,0.7
weapon,significant,0.375
player,able,0.5
title,pro,0.0
factor,alone,0.0
struggle,absolute,0.2
player,overnight,0.0
content,well worth,0.3
debut,hot,0.25
people,sure,0.5
people,orchard,0.0
clock,first,0.25
enemy,able,0.5
ability,first,0.25
writer,much slow,-0.30000000000000004
aunt,sure,0.5
energy,plain stupid,-0.5071428571428571
match,slow,-0.30000000000000004
loadout,stupid,-0.7999999999999999
name,awful,-1.0
cod,countless,0.0
luck,next,0.0
fix,little,-0.1875
company,second,0.0
lot,unstable,0.0
clash,instantly back open,0.0
time,decent,0.16666666666666666
challenge,easy,0.43333333333333335
camp,interesting,0.5
feature,modern,0.2
overabuse,viable,0.0
thing,infinite,0.0
copy,evident,0.25
company,important,0.4
haste,incredible,0.9
